timestamp_before,timestamp_after,accel_x,accel_y,accel_z,gyro_x,gyro_y,gryo_z
1496624671.1220209599,1496624671.1259460449, -0.0596,  0.7021, -0.0688, -2.6550, -1.6785,-12.1460
1496624671.1260440350,1496624671.1283280849, -0.0557,  0.7100, -0.0830, -2.8381, -0.8698,-12.6648
1496624671.1284010410,1496624671.1306869984, -0.0557,  0.7100, -0.0830, -2.8381, -0.8698,-12.6648
1496624671.1307580471,1496624671.1330459118, -0.0557,  0.7100, -0.0830, -2.8381, -0.8698,-12.6648
1496624671.1331169605,1496624671.1354060173, -0.0557,  0.7100, -0.0830, -2.8381, -0.8698,-12.6648
1496624671.1354770660,1496624671.1377649307, -0.0557,  0.7100, -0.0830, -2.8381, -0.8698,-12.4359
1496624671.1378369331,1496624671.1401228905, -0.0659,  0.6909, -0.0513, -2.8839, -0.8087,-12.4359
1496624671.1401939392,1496624671.1424820423, -0.0659,  0.6909, -0.0513, -2.8839, -0.8087,-12.4359
1496624671.1425540447,1496624671.1449429989, -0.0659,  0.6909, -0.0513, -2.8839, -0.8087,-12.4359
1496624671.1450150013,1496624671.1473040581, -0.0659,  0.6909, -0.0513, -2.8839, -0.8087,-12.4359
1496624671.1473760605,1496624671.1496601105, -0.0659,  0.6909, -0.0513, -2.5787, -0.1526,-11.3373
1496624671.1497321129,1496624671.1520209312, -0.0659,  0.6909, -0.0513, -2.5787, -0.1526,-11.3373
1496624671.1520929337,1496624671.1544220448, -0.0659,  0.6909, -0.0513, -2.5787, -0.1526,-11.3373
1496624671.1544950008,1496624671.1567831039, -0.0659,  0.6909, -0.0513, -2.5787, -0.1526,-11.3373
1496624671.1568551064,1496624671.1591439247, -0.0771,  0.6880, -0.0361, -2.5787, -0.1526,-10.6506
1496624671.1592159271,1496624671.1615009308, -0.0771,  0.6880, -0.0361, -3.1738,  0.0153,-10.6506
1496624671.1615719795,1496624671.1638650894, -0.0771,  0.6880, -0.0361, -3.1738,  0.0153,-10.6506
1496624671.1639380455,1496624671.1662330627, -0.0771,  0.6880, -0.0361, -3.1738,  0.0153,-10.6506
1496624671.1663041115,1496624671.1685900688, -0.0771,  0.6880, -0.0361, -3.1738,  0.0153,-10.6506
1496624671.1686611176,1496624671.1709480286, -0.0771,  0.6880, -0.0361, -3.1586,  0.0153, -9.9792
1496624671.1710200310,1496624671.1733090878, -0.0771,  0.6880, -0.0361, -3.1586,  0.0153, -9.9792
1496624671.1734580994,1496624671.1757500172, -0.0771,  0.6880, -0.0361, -3.1586,  0.0153, -9.9792
1496624671.1758229733,1496624671.1781120300, -0.0771,  0.6880, -0.0479, -3.1586,  0.0153, -9.9792
1496624671.1781840324,1496624671.1804790497, -0.0635,  0.6777, -0.0479, -3.1586,  0.0153, -9.9792
1496624671.1805510521,1496624671.1828370094, -0.0635,  0.6777, -0.0479, -3.1738,  0.1068, -8.6670
1496624671.1829099655,1496624671.1852889061, -0.0635,  0.6777, -0.0479, -3.1738,  0.1068, -8.6670
1496624671.1853609085,1496624671.1876509190, -0.0635,  0.6777, -0.0479, -3.1738,  0.1068, -8.6670
