timestamp_before,timestamp_after,accel_x,accel_y,accel_z,gyro_x,gyro_y,gryo_z
1496624625.8613688946,1496624625.8647871017, -0.0981,  1.3081, -0.0356, -2.8076,  4.0588, -3.1433
1496624625.8648719788,1496624625.8671619892, -0.0981,  1.3081, -0.0356, -2.8076,  4.0588, -3.1433
1496624625.8672349453,1496624625.8695299625, -0.0981,  1.3081, -0.0356, -2.8076,  4.0588, -3.1433
1496624625.8696000576,1496624625.8718819618, -0.0620,  0.7002, -0.0571, -2.7924,  3.9215, -2.6855
1496624625.8719530106,1496624625.8742809296, -0.0620,  0.7002, -0.0571, -2.7924,  3.9215, -2.6855
1496624625.8743529320,1496624625.8766429424, -0.0620,  0.7002, -0.0571, -2.7924,  3.9215, -2.6855
1496624625.8767149448,1496624625.8790020943, -0.0620,  0.7002, -0.0571, -2.7924,  3.9215, -2.6855
1496624625.8790750504,1496624625.8813650608, -0.0620,  0.7002, -0.0571, -2.7924,  3.7079, -2.6703
1496624625.8814370632,1496624625.8837950230, -0.0620,  0.7002, -0.0571, -3.1128,  3.7079, -2.6703
1496624625.8838670254,1496624625.8861529827, -0.0620,  0.7002, -0.0571, -3.1128,  3.7079, -2.6703
1496624625.8862249851,1496624625.8885180950, -0.0620,  0.7002, -0.0571, -3.1128,  3.7079, -2.6703
1496624625.8885910511,1496624625.8908789158, -0.0620,  0.7012, -0.0513, -3.1128,  3.7079, -2.6703
1496624625.8909509182,1496624625.8932449818, -0.0620,  0.7012, -0.0513, -3.2043,  3.9368, -2.4872
1496624625.8933169842,1496624625.8957281113, -0.0620,  0.7012, -0.0513, -3.2043,  3.9368, -2.4872
1496624625.8958010674,1496624625.8980929852, -0.0620,  0.7012, -0.0513, -3.2043,  3.9368, -2.4872
1496624625.8981649876,1496624625.9004650116, -0.0620,  0.7012, -0.0513, -3.2043,  3.9368, -2.4872
1496624625.9005379677,1496624625.9028298855, -0.0620,  0.7012, -0.0513, -3.2043,  3.9368, -2.8229
1496624625.9029018879,1496624625.9052009583, -0.0620,  0.7012, -0.0513, -3.3417,  4.4556, -2.8229
1496624625.9052751064,1496624625.9075698853, -0.0620,  0.7012, -0.0513, -3.3417,  4.4556, -2.8229
1496624625.9076430798,1496624625.9099369049, -0.0620,  0.7012, -0.0664, -3.3417,  4.4556, -2.8229
1496624625.9100100994,1496624625.9123051167, -0.0410,  0.7012, -0.0664, -3.3417,  4.4556, -2.8229
1496624625.9123780727,1496624625.9148509502, -0.0410,  0.7012, -0.0664, -2.7771,  4.0894, -2.8687
1496624625.9149239063,1496624625.9172201157, -0.0410,  0.7012, -0.0664, -2.7771,  4.0894, -2.8687
1496624625.9172921181,1496624625.9195930958, -0.0410,  0.7012, -0.0664, -2.7771,  4.0894, -2.8687
1496624625.9196650982,1496624625.9219589233, -0.0410,  0.7012, -0.0664, -2.7771,  4.0894, -2.8687
1496624625.9220309258,1496624625.9245409966, -0.0410,  0.7012, -0.0664, -2.7771,  0.1831, -3.0670
1496624625.9246139526,1496624625.9270350933, -0.0410,  0.7012, -0.0664, -2.4109,  3.4332, -3.0670
1496624625.9271090031,1496624625.9295248985, -0.0410,  0.7012, -0.0659, -2.4109,  3.4332, -3.0670
1496624625.9295969009,1496624625.9320170879, -0.0464,  0.6919, -0.0659, -2.4109,  3.4332, -3.0670
1496624625.9320890903,1496624625.9345118999, -0.0464,  0.6919, -0.0659, -2.4109,  3.4332, -3.0670
1496624625.9345850945,1496624625.9370040894, -0.0464,  0.6919, -0.0659, -3.0212,  3.6621, -3.1586
1496624625.9370770454,1496624625.9395000935, -0.0464,  0.6919, -0.0659, -3.0212,  3.6621, -3.1586
1496624625.9395730495,1496624625.9419889450, -0.0464,  0.6919, -0.0659, -3.0212,  3.6621, -3.1586
1496624625.9420800209,1496624625.9444448948, -0.0464,  0.6919, -0.0659, -3.0212,  3.6621, -3.1586
1496624625.9445190430,1496624625.9468159676, -0.0464,  0.6919, -0.0659, -3.0060,  3.9520, -3.3875
1496624625.9468901157,1496624625.9491829872, -0.0464,  0.6919, -0.0518, -3.0060,  3.9520, -3.3875
1496624625.9492559433,1496624625.9515559673, -0.0513,  0.6846, -0.0518, -3.0060,  3.9520, -3.3875
1496624625.9516301155,1496624625.9539999962, -0.0513,  0.6846, -0.0518, -3.0060,  3.9520, -3.3875
1496624625.9540729523,1496624625.9564890862, -0.0513,  0.6846, -0.0518, -3.0060,  3.9520, -3.3875
1496624625.9565620422,1496624625.9589819908, -0.0513,  0.6846, -0.0518, -3.1738,  4.3945, -3.2806
1496624625.9590549469,1496624625.9614770412, -0.0513,  0.6846, -0.0518, -3.1738,  4.3945, -3.2806
1496624625.9615519047,1496624625.9640109539, -0.0513,  0.6846, -0.0518, -3.1738,  4.3945, -3.2806
1496624625.9640829563,1496624625.9665050507, -0.0513,  0.6846, -0.0518, -3.1738,  4.3945, -3.2806
1496624625.9665780067,1496624625.9689960480, -0.0513,  0.6846, -0.0508, -3.3875,  5.1117, -2.8229
1496624625.9690690041,1496624625.9714899063, -0.0464,  0.6797, -0.0508, -3.3875,  5.1117, -2.8229
1496624625.9715631008,1496624625.9741439819, -0.0464,  0.6797, -0.0508, -3.3875,  5.1117, -2.8229
1496624625.9742169380,1496624625.9765970707, -0.0464,  0.6797, -0.0508, -3.3875,  5.1117, -2.8229
1496624625.9766700268,1496624625.9790539742, -0.0464,  0.6797, -0.0508, -3.3875,  6.1340, -2.2278
1496624625.9791269302,1496624625.9816160202, -0.0464,  0.6797, -0.0508, -3.6011,  6.1340, -2.2278
1496624625.9816899300,1496624625.9841179848, -0.0464,  0.6797, -0.0508, -3.6011,  6.1340, -2.2278
1496624625.9841909409,1496624625.9866080284, -0.0464,  0.6797, -0.0508, -3.6011,  6.1340, -2.2278
1496624625.9866819382,1496624625.9890921116, -0.0464,  0.7139, -0.0708, -3.6011,  6.1340, -2.2278
1496624625.9891650677,1496624625.9915790558, -0.0806,  0.7139, -0.0708, -3.5553,  5.9357, -1.7853
1496624625.9916510582,1496624625.9940440655, -0.0806,  0.7139, -0.0708, -3.5553,  5.9357, -1.7853
1496624625.9941179752,1496624625.9964029789, -0.0806,  0.7139, -0.0708, -3.5553,  5.9357, -1.7853
1496624625.9964759350,1496624625.9987690449, -0.0806,  0.7139, -0.0708, -3.5553,  5.9357, -1.7853
1496624625.9988420010,1496624626.0011351109, -0.0806,  0.7139, -0.0708, -4.0894,  6.2714, -1.4343
1496624626.0012071133,1496624626.0035150051, -0.0806,  0.7139, -0.0708, -4.0894,  6.2714, -1.4343
1496624626.0035879612,1496624626.0060050488, -0.0806,  0.7139, -0.0708, -4.0894,  6.2714, -1.4343
1496624626.0060780048,1496624626.0084939003, -0.0806,  0.6870, -0.0537, -4.0894,  6.2714, -1.4343
