timestamp_before,timestamp_after,accel_x,accel_y,accel_z,gyro_x,gyro_y,gryo_z
1496625450.0530169010,1496625450.0558440685, -0.2212,  1.3999, -0.0508, -1.3580,  2.9907, -1.2054
1496625450.0559239388,1496625450.0582139492, -0.2212,  1.3999, -0.0508, -1.3580,  2.9907, -1.2054
1496625450.0582859516,1496625450.0605731010, -0.0601,  0.6973, -0.0620, -1.3580,  2.9907, -1.2054
1496625450.0606451035,1496625450.0629661083, -0.0601,  0.6973, -0.0620, -1.3580,  2.9907, -1.2054
1496625450.0630381107,1496625450.0653378963, -0.0601,  0.6973, -0.0620, -1.3580,  3.1128, -0.7629
1496625450.0654110909,1496625450.0677011013, -0.0601,  0.6973, -0.0620, -1.5869,  3.1128, -0.7629
1496625450.0677719116,1496625450.0700631142, -0.0601,  0.6973, -0.0620, -1.5869,  3.1128, -0.7629
1496625450.0701351166,1496625450.0724229813, -0.0601,  0.6973, -0.0620, -1.5869,  3.1128, -0.7629
1496625450.0724940300,1496625450.0747890472, -0.0601,  0.6973, -0.0620, -1.5869,  3.1128, -0.7629
1496625450.0748620033,1496625450.0771520138, -0.0601,  0.6973, -0.0620, -1.6632,  3.3417, -1.4191
1496625450.0772240162,1496625450.0795080662, -0.0718,  0.7012, -0.0781, -1.6632,  3.3417, -1.4191
1496625450.0795791149,1496625450.0818641186, -0.0718,  0.7012, -0.0781, -1.6632,  3.3417, -1.4191
1496625450.0819358826,1496625450.0842308998, -0.0718,  0.7012, -0.0781, -1.6632,  3.3417, -1.4191
1496625450.0843040943,1496625450.0865929127, -0.0718,  0.7012, -0.0781, -1.6632,  3.3417, -1.3123
1496625450.0866649151,1496625450.0889499187, -0.0718,  0.7012, -0.0781, -2.2736,  3.7994, -1.3123
1496625450.0890219212,1496625450.0913100243, -0.0718,  0.7012, -0.0781, -2.2736,  3.7994, -1.3123
1496625450.0913810730,1496625450.0936739445, -0.0718,  0.7012, -0.0781, -2.2736,  3.7994, -1.3123
1496625450.0937459469,1496625450.0960369110, -0.0718,  0.7012, -0.0781, -2.2736,  3.7994, -1.3123
1496625450.0961079597,1496625450.0983929634, -0.0718,  0.7012, -0.0771, -2.1515,  4.1962, -1.6327
1496625450.0984649658,1496625450.1007509232, -0.0439,  0.7046, -0.0771, -2.1515,  4.1962, -1.6327
1496625450.1008219719,1496625450.1031088829, -0.0439,  0.7046, -0.0771, -2.1515,  4.1962, -1.6327
1496625450.1031808853,1496625450.1056189537, -0.0439,  0.7046, -0.0771, -2.1515,  4.1962, -1.6327
1496625450.1056919098,1496625450.1079831123, -0.0439,  0.7046, -0.0771, -2.1515,  4.1962, -1.6327
1496625450.1080551147,1496625450.1103429794, -0.0439,  0.7046, -0.0771, -2.1057,  3.6316, -1.6937
1496625450.1104149818,1496625450.1127018929, -0.0439,  0.7046, -0.0771, -2.1057,  3.6316, -1.6937
1496625450.1127738953,1496625450.1152219772, -0.0439,  0.7046, -0.0771, -2.1057,  3.6316, -1.6937
1496625450.1152949333,1496625450.1175880432, -0.0439,  0.7046, -0.0771, -2.1057,  3.6316, -1.6937
1496625450.1176590919,1496625450.1199479103, -0.0601,  0.6997, -0.0571, -2.1057,  3.3875, -2.3041
1496625450.1200199127,1496625450.1223089695, -0.0601,  0.6997, -0.0571, -1.8311,  3.3875, -2.3041
1496625450.1223800182,1496625450.1247429848, -0.0601,  0.6997, -0.0571, -1.8311,  3.3875, -2.3041
1496625450.1248159409,1496625450.1271009445, -0.0601,  0.6997, -0.0571, -1.8311,  3.3875, -2.3041
1496625450.1271729469,1496625450.1294670105, -0.0601,  0.6997, -0.0571, -1.8311,  3.3875, -2.3041
1496625450.1295390129,1496625450.1318271160, -0.0601,  0.6997, -0.0571, -2.0142,  2.8534, -2.2278
1496625450.1318991184,1496625450.1341950893, -0.0601,  0.6997, -0.0571, -2.0142,  2.8534, -2.2278
1496625450.1342680454,1496625450.1365590096, -0.0601,  0.6997, -0.0571, -2.0142,  2.8534, -2.2278
1496625450.1366319656,1496625450.1389250755, -0.0581,  0.6924, -0.0566, -2.0142,  2.8534, -2.2278
1496625450.1389970779,1496625450.1412949562, -0.0581,  0.6924, -0.0566, -2.0142,  2.8534, -2.0905
1496625450.1413669586,1496625450.1436920166, -0.0581,  0.6924, -0.0566, -2.0142,  1.8311, -2.0905
1496625450.1437649727,1496625450.1461789608, -0.0581,  0.6924, -0.0566, -2.0142,  1.8311, -2.0905
1496625450.1462519169,1496625450.1486690044, -0.0581,  0.6924, -0.0566, -2.0142,  1.8311, -2.0905
1496625450.1487410069,1496625450.1511549950, -0.0581,  0.6924, -0.0566, -2.0142,  1.8311, -2.0905
1496625450.1512269974,1496625450.1536509991, -0.0581,  0.6924, -0.0566, -1.5869,  1.2512, -1.8921
1496625450.1537239552,1496625450.1561400890, -0.0581,  0.6924, -0.0566, -1.5869,  1.2512, -1.8921
1496625450.1562130451,1496625450.1586270332, -0.0830,  0.7065, -0.0581, -1.5869,  1.2512, -1.8921
1496625450.1586999893,1496625450.1611170769, -0.0830,  0.7065, -0.0581, -1.5869,  1.2512, -1.8921
1496625450.1611900330,1496625450.1636080742, -0.0830,  0.7065, -0.0581, -2.2583,  1.5564, -1.3580
1496625450.1636810303,1496625450.1660969257, -0.0830,  0.7065, -0.0581, -2.2583,  1.5564, -1.3580
1496625450.1661710739,1496625450.1685829163, -0.0830,  0.7065, -0.0581, -2.2583,  1.5564, -1.3580
1496625450.1686561108,1496625450.1711740494, -0.0830,  0.7065, -0.0581, -2.2583,  1.5564, -1.3580
1496625450.1712479591,1496625450.1736750603, -0.0830,  0.7065, -0.0581, -2.2583,  1.5564, -1.6022
1496625450.1737489700,1496625450.1761679649, -0.0830,  0.7065, -0.0581, -2.4872,  1.9836, -1.6022
1496625450.1762409210,1496625450.1786549091, -0.0449,  0.6997, -0.0806, -2.4872,  1.9836, -1.6022
1496625450.1787281036,1496625450.1811470985, -0.0449,  0.6997, -0.0806, -2.4872,  1.9836, -1.6022
1496625450.1812179089,1496625450.1836390495, -0.0449,  0.6997, -0.0806, -2.4872,  1.9836, -1.6022
1496625450.1837110519,1496625450.1860010624, -0.0449,  0.6997, -0.0806, -2.2583,  1.3123, -1.6632
1496625450.1860740185,1496625450.1883649826, -0.0449,  0.6997, -0.0806, -2.2583,  1.3123, -1.6632
1496625450.1884379387,1496625450.1907238960, -0.0449,  0.6997, -0.0806, -2.2583,  1.3123, -1.6632
1496625450.1907958984,1496625450.1930859089, -0.0449,  0.6997, -0.0806, -2.2583,  1.3123, -1.6632
1496625450.1931591034,1496625450.1955080032, -0.0449,  0.6997, -0.0806, -2.2583,  1.3123, -2.0142
1496625450.1955809593,1496625450.1978740692, -0.0596,  0.6924, -0.0913, -2.5940,  0.9308, -2.0142
1496625450.1979460716,1496625450.2002370358, -0.0596,  0.6924, -0.0913, -2.5940,  0.9308, -2.0142
1496625450.2003099918,1496625450.2026040554, -0.0596,  0.6924, -0.0913, -2.5940,  0.9308, -2.0142
1496625450.2026760578,1496625450.2049980164, -0.0596,  0.6924, -0.0913, -2.5940,  0.9308, -2.0142
1496625450.2050700188,1496625450.2073700428, -0.0596,  0.6924, -0.0913, -2.4719,  1.3275, -2.0294
1496625450.2074420452,1496625450.2097349167, -0.0596,  0.6924, -0.0913, -2.4719,  1.3275, -2.0294
1496625450.2098081112,1496625450.2120950222, -0.0596,  0.6924, -0.0913, -2.4719,  1.3275, -2.0294
1496625450.2121670246,1496625450.2146179676, -0.0596,  0.6924, -0.0913, -2.4719,  1.3275, -2.0294
1496625450.2146909237,1496625450.2169799805, -0.0679,  0.7061, -0.0649, -2.4719,  1.3275, -2.1667
1496625450.2170529366,1496625450.2193470001, -0.0679,  0.7061, -0.0649, -2.9449,  2.4261, -2.1667
1496625450.2194190025,1496625450.2217130661, -0.0679,  0.7061, -0.0649, -2.9449,  2.4261, -2.1667
1496625450.2217860222,1496625450.2242760658, -0.0679,  0.7061, -0.0649, -2.9449,  2.4261, -2.1667
1496625450.2243490219,1496625450.2267689705, -0.0679,  0.7061, -0.0649, -2.9449,  2.4261, -2.1667
1496625450.2268419266,1496625450.2292540073, -0.0679,  0.7061, -0.0649, -2.8534,  3.0670, -2.4261
1496625450.2293269634,1496625450.2317409515, -0.0679,  0.7061, -0.0649, -2.8534,  3.0670, -2.4261
1496625450.2318139076,1496625450.2342460155, -0.0679,  0.7061, -0.0649, -2.8534,  3.0670, -2.4261
1496625450.2343180180,1496625450.2367329597, -0.0493,  0.6880, -0.0742, -2.8534,  3.0670, -2.4261
1496625450.2368059158,1496625450.2392239571, -0.0493,  0.6880, -0.0742, -2.8534,  2.7466, -2.4872
1496625450.2392969131,1496625450.2417120934, -0.0493,  0.6880, -0.0742, -2.4109,  2.7466, -2.4872
1496625450.2417850494,1496625450.2441689968, -0.0493,  0.6880, -0.0742, -2.4109,  2.7466, -2.4872
1496625450.2442419529,1496625450.2465410233, -0.0493,  0.6880, -0.0742, -2.4109,  2.7466, -2.4872
1496625450.2466139793,1496625450.2489049435, -0.0493,  0.6880, -0.0742, -2.4109,  2.7466, -2.4872
1496625450.2489769459,1496625450.2512691021, -0.0493,  0.6880, -0.0742, -2.1973,  2.4567, -2.6245
1496625450.2513420582,1496625450.2536740303, -0.0493,  0.6880, -0.0742, -2.1973,  2.4567, -2.6245
1496625450.2537479401,1496625450.2561678886, -0.0571,  0.6865, -0.0747, -2.1973,  2.4567, -2.6245
1496625450.2562398911,1496625450.2586569786, -0.0571,  0.6865, -0.0747, -2.1973,  2.4567, -2.6245
1496625450.2587289810,1496625450.2612810135, -0.0571,  0.6865, -0.0747, -2.1973,  3.0212, -2.7618
1496625450.2613539696,1496625450.2637500763, -0.0571,  0.6865, -0.0747, -1.7242,  3.0212, -2.7618
1496625450.2638230324,1496625450.2662079334, -0.0571,  0.6865, -0.0747, -1.7242,  3.0212, -2.7618
1496625450.2662808895,1496625450.2686679363, -0.0571,  0.6865, -0.0747, -1.7242,  3.0212, -2.7618
1496625450.2687399387,1496625450.2711660862, -0.0571,  0.6865, -0.0747, -1.7242,  3.0212, -2.7618
1496625450.2712390423,1496625450.2739388943, -0.0571,  0.6865, -0.0747, -2.5024,  4.7607, -2.6855
1496625450.2740190029,1496625450.2764461040, -0.0679,  0.6890, -0.0674, -2.5024,  4.7607, -2.6855
1496625450.2765219212,1496625450.2789380550, -0.0679,  0.6890, -0.0674, -2.5024,  4.7607, -2.6855
1496625450.2790100574,1496625450.2814259529, -0.0679,  0.6890, -0.0674, -2.5024,  4.7607, -2.6855
1496625450.2814989090,1496625450.2839119434, -0.0679,  0.6890, -0.0674, -3.4332,  7.4005, -2.3804
1496625450.2839848995,1496625450.2864000797, -0.0679,  0.6890, -0.0674, -3.4332,  7.4005, -2.3804
1496625450.2864739895,1496625450.2888898849, -0.0679,  0.6890, -0.0674, -3.4332,  7.4005, -2.3804
1496625450.2889630795,1496625450.2913780212, -0.0679,  0.6890, -0.0674, -3.4332,  7.4005, -2.3804
1496625450.2914500237,1496625450.2938590050, -0.0679,  0.6890, -0.0674, -3.6163,  8.5449, -2.8534
1496625450.2939319611,1496625450.2962219715, -0.0430,  0.6968, -0.0581, -3.6163,  8.5449, -2.8534
1496625450.2962939739,1496625450.2985880375, -0.0430,  0.6968, -0.0581, -3.6163,  8.5449, -2.8534
1496625450.2986600399,1496625450.3009519577, -0.0430,  0.6968, -0.0581, -3.6163,  8.5449, -2.8534
1496625450.3010239601,1496625450.3033199310, -0.0430,  0.6968, -0.0581, -3.6163,  8.5449, -2.8534
1496625450.3034379482,1496625450.3057320118, -0.0430,  0.6968, -0.0581, -2.5940,  6.8054, -3.2501
1496625450.3058049679,1496625450.3080940247, -0.0430,  0.6968, -0.0581, -2.5940,  6.8054, -3.2501
1496625450.3081669807,1496625450.3104579449, -0.0430,  0.6968, -0.0581, -2.5940,  6.8054, -3.2501
1496625450.3105309010,1496625450.3128199577, -0.0430,  0.6968, -0.0581, -2.5940,  6.8054, -3.2501
1496625450.3128929138,1496625450.3151938915, -0.0605,  0.7007, -0.0771, -2.5940,  2.8992, -3.2349
1496625450.3152658939,1496625450.3175580502, -0.0605,  0.7007, -0.0771, -2.3499,  3.5706, -3.2349
1496625450.3176300526,1496625450.3199210167, -0.0605,  0.7007, -0.0771, -2.3499,  3.5706, -3.2349
1496625450.3199930191,1496625450.3222830296, -0.0605,  0.7007, -0.0771, -2.3499,  3.5706, -3.2349
1496625450.3223550320,1496625450.3247089386, -0.0605,  0.7007, -0.0771, -2.3499,  3.5706, -3.2349
1496625450.3247818947,1496625450.3270781040, -0.0605,  0.7007, -0.0771, -2.1210,  2.3956, -2.0752
1496625450.3271510601,1496625450.3294479847, -0.0605,  0.7007, -0.0771, -2.1210,  2.3956, -2.0752
1496625450.3295199871,1496625450.3318119049, -0.0605,  0.7007, -0.0771, -2.1210,  2.3956, -2.0752
1496625450.3318829536,1496625450.3343160152, -0.0605,  0.7183, -0.0635, -2.1210,  2.3956, -2.0752
1496625450.3343899250,1496625450.3368060589, -0.0825,  0.7183, -0.0635, -2.1210,  2.3956, -0.5188
1496625450.3368780613,1496625450.3392949104, -0.0825,  0.7183, -0.0635, -1.7853,  2.2278, -0.5188
1496625450.3393681049,1496625450.3417840004, -0.0825,  0.7183, -0.0635, -1.7853,  2.2278, -0.5188
1496625450.3418569565,1496625450.3442809582, -0.0825,  0.7183, -0.0635, -1.7853,  2.2278, -0.5188
1496625450.3443539143,1496625450.3467690945, -0.0825,  0.7183, -0.0635, -1.7853,  2.2278, -0.5188
1496625450.3468410969,1496625450.3492560387, -0.0825,  0.7183, -0.0635, -0.7935,  3.0670,  0.9918
1496625450.3493289948,1496625450.3517398834, -0.0825,  0.7183, -0.0635, -0.7935,  3.0670,  0.9918
1496625450.3518118858,1496625450.3541979790, -0.0908,  0.7334, -0.0664, -0.7935,  3.0670,  0.9918
