timestamp_before,timestamp_after,accel_x,accel_y,accel_z,gyro_x,gyro_y,gryo_z
1496624909.4116830826,1496624909.4155440331, -0.0645,  0.6938, -0.0776, -4.4250,-10.3607,  0.6714
1496624909.4156279564,1496624909.4179139137, -0.0264,  0.8730, -0.1289, -4.4250,-10.3607,  0.6714
1496624909.4179871082,1496624909.4202721119, -0.0264,  0.8730, -0.1289, -4.4250,-10.3607,  0.6714
1496624909.4203429222,1496624909.4226319790, -0.0264,  0.8730, -0.1289, -4.9591, -8.2703,  2.4872
1496624909.4227039814,1496624909.4257400036, -0.0264,  0.8730, -0.1289, -4.9591, -8.2703,  2.4872
1496624909.4258139133,1496624909.4281029701, -0.0264,  0.8730, -0.0039, -4.9591, -8.2703,  2.4872
1496624909.4281749725,1496624909.4304609299, -0.0781,  0.6665, -0.0532, -4.9591, -8.2703,  2.4872
1496624909.4305338860,1496624909.4328279495, -0.0781,  0.6665, -0.0532, -4.9591, -4.2114,  2.2888
1496624909.4329009056,1496624909.4351980686, -0.0781,  0.6665, -0.0532, -4.9133, -4.2114,  2.2888
1496624909.4352719784,1496624909.4375588894, -0.0781,  0.6665, -0.0532, -4.9133, -4.2114,  2.2888
1496624909.4376299381,1496624909.4399240017, -0.0781,  0.6665, -0.0532, -4.9133, -4.2114,  2.2888
1496624909.4399960041,1496624909.4422841072, -0.0781,  0.6665, -0.0532, -4.9133, -4.2114,  2.2888
1496624909.4423549175,1496624909.4446520805, -0.0781,  0.6665, -0.0532, -5.6458,  0.7019,  2.0599
1496624909.4447240829,1496624909.4470100403, -0.0781,  0.6665, -0.0532, -5.6458,  0.7019,  2.0599
1496624909.4470810890,1496624909.4493670464, -0.0767,  0.6899, -0.0283, -5.6458,  0.7019,  2.0599
1496624909.4494380951,1496624909.4517290592, -0.0767,  0.6899, -0.0283, -5.6458,  0.7019,  2.0599
1496624909.4518001080,1496624909.4542109966, -0.0767,  0.6899, -0.0283, -5.6458,  0.7019,  1.3580
1496624909.4542839527,1496624909.4567010403, -0.0767,  0.6899, -0.0283, -5.6610,  3.6774,  1.3580
1496624909.4567739964,1496624909.4591939449, -0.0767,  0.6899, -0.0283, -5.6610,  3.6774,  1.3580
1496624909.4592680931,1496624909.4616870880, -0.0767,  0.6899, -0.0283, -5.6610,  3.6774,  1.3580
1496624909.4617590904,1496624909.4641530514, -0.0767,  0.6899, -0.0283, -5.6610,  3.6774,  1.3580
1496624909.4642260075,1496624909.4665179253, -0.0767,  0.6899, -0.0283, -5.2948,  3.0365, -0.1526
1496624909.4665899277,1496624909.4688799381, -0.0210,  0.6875, -0.0273, -5.2948,  3.0365, -0.1526
1496624909.4689540863,1496624909.4712519646, -0.0210,  0.6875, -0.0273, -5.2948,  3.0365, -0.1526
1496624909.4713230133,1496624909.4737010002, -0.0210,  0.6875, -0.0273, -5.2948,  3.0365, -0.1526
1496624909.4737739563,1496624909.4760708809, -0.0210,  0.6875, -0.0273, -5.2948,  3.0365, -0.9766
1496624909.4761440754,1496624909.4784450531, -0.0210,  0.6875, -0.0273, -5.4016,  0.4730, -0.9766
1496624909.4785180092,1496624909.4808111191, -0.0210,  0.6875, -0.0273, -5.4016,  0.4730, -0.9766
1496624909.4808840752,1496624909.4831800461, -0.0210,  0.6875, -0.0273, -5.4016,  0.4730, -0.9766
1496624909.4832530022,1496624909.4857969284, -0.0210,  0.6875, -0.0273, -5.4016,  0.4730, -0.9766
1496624909.4858698845,1496624909.4882900715, -0.0264,  0.6650, -0.0410, -4.2114, -1.6174, -2.0142
1496624909.4883620739,1496624909.4907820225, -0.0264,  0.6650, -0.0410, -4.2114, -1.6174, -2.0142
1496624909.4908549786,1496624909.4932711124, -0.0264,  0.6650, -0.0410, -4.2114, -1.6174, -2.0142
1496624909.4934239388,1496624909.4957170486, -0.0264,  0.6650, -0.0410, -4.2114, -1.6174, -2.0142
1496624909.4957900047,1496624909.4980869293, -0.0264,  0.6650, -0.0410, -4.2114, -2.1057, -2.7618
1496624909.4981598854,1496624909.5004520416, -0.0264,  0.6650, -0.0410, -4.2267, -2.1057, -2.7618
1496624909.5005240440,1496624909.5028231144, -0.0264,  0.6650, -0.0410, -4.2267, -2.1057, -2.7618
1496624909.5028951168,1496624909.5052928925, -0.0264,  0.6650, -0.0410, -4.2267, -2.1057, -2.7618
1496624909.5053660870,1496624909.5077779293, -0.0264,  0.6523, -0.0430, -4.2267, -2.1057, -2.7618
1496624909.5078508854,1496624909.5102710724, -0.0308,  0.6523, -0.0430, -3.5706, -0.3204, -3.5858
1496624909.5103440285,1496624909.5127589703, -0.0308,  0.6523, -0.0430, -3.5706, -0.3204, -3.5858
1496624909.5128319263,1496624909.5151650906, -0.0308,  0.6523, -0.0430, -3.5706, -0.3204, -3.5858
1496624909.5152380466,1496624909.5175371170, -0.0308,  0.6523, -0.0430, -3.5706, -0.3204, -3.5858
1496624909.5176100731,1496624909.5199079514, -0.0308,  0.6523, -0.0430, -7.4768,  2.3041, -4.1809
1496624909.5199809074,1496624909.5222749710, -0.0308,  0.6523, -0.0430, -4.0588,  2.3041, -4.1809
1496624909.5223469734,1496624909.5247070789, -0.0308,  0.6523, -0.0430, -4.0588,  2.3041, -4.1809
1496624909.5247809887,1496624909.5271809101, -0.0308,  0.6582, -0.0332, -4.0588,  2.3041, -4.1809
1496624909.5272550583,1496624909.5296609402, -0.0591,  0.6582, -0.0332, -4.0588,  2.3041, -4.1809
1496624909.5297350883,1496624909.5321381092, -0.0591,  0.6582, -0.0332, -4.1199,  3.9520, -4.4403
1496624909.5322110653,1496624909.5346109867, -0.0591,  0.6582, -0.0332, -4.1199,  3.9520, -4.4403
1496624909.5346839428,1496624909.5371129513, -0.0591,  0.6582, -0.0332, -4.1199,  3.9520, -4.4403
1496624909.5371870995,1496624909.5396471024, -0.0591,  0.6582, -0.0332, -4.1199,  3.9520, -4.4403
1496624909.5397269726,1496624909.5421550274, -0.0591,  0.6582, -0.0332, -4.6234,  5.2185, -4.0436
1496624909.5422289371,1496624909.5446140766, -0.0591,  0.6582, -0.0332, -4.6234,  5.2185, -4.0436
1496624909.5446870327,1496624909.5469820499, -0.0322,  0.6655, -0.0425, -4.6234,  5.2185, -4.0436
1496624909.5470550060,1496624909.5493481159, -0.0322,  0.6655, -0.0425, -4.6234,  5.2185, -4.0436
1496624909.5494201183,1496624909.5517148972, -0.0322,  0.6655, -0.0425, -4.6234,  5.2185, -4.0436
1496624909.5517880917,1496624909.5541260242, -0.0322,  0.6655, -0.0425, -4.1504,  8.5602, -4.7455
1496624909.5541989803,1496624909.5564939976, -0.0322,  0.6655, -0.0425, -4.1504,  8.5602, -4.7455
1496624909.5565669537,1496624909.5588560104, -0.0322,  0.6655, -0.0425, -4.1504,  8.5602, -4.7455
1496624909.5589280128,1496624909.5612180233, -0.0322,  0.6655, -0.0425, -4.1504,  8.5602, -4.7455
1496624909.5612900257,1496624909.5636219978, -0.0322,  0.6655, -0.0425, -2.3651, 14.0228, -5.2643
1496624909.5636940002,1496624909.5661070347, -0.0322,  0.5405, -0.0708, -2.3651, 14.0228, -5.2643
1496624909.5661790371,1496624909.5685958862,  0.0093,  0.6074, -0.0708, -2.3651, 14.0228, -5.2643
1496624909.5686690807,1496624909.5710868835,  0.0093,  0.6074, -0.0708, -2.3651, 14.0228, -5.2643
1496624909.5711600780,1496624909.5735778809,  0.0093,  0.6074, -0.0708, -2.3651, 14.0228, -5.2643
1496624909.5736510754,1496624909.5759429932,  0.0093,  0.6074, -0.0708, -1.9531, 17.7765, -6.7902
1496624909.5760149956,1496624909.5783059597,  0.0093,  0.6074, -0.0708, -1.9531, 17.7765, -6.7902
1496624909.5783779621,1496624909.5806748867,  0.0093,  0.6074, -0.0708, -1.9531, 17.7765, -6.7902
1496624909.5807468891,1496624909.5830399990,  0.0093,  0.6074, -0.0708, -1.9531, 17.7765, -6.7902
1496624909.5831129551,1496624909.5854620934,  0.0093,  0.6074, -0.0576, -1.7242, 26.3214, -8.6823
1496624909.5855350494,1496624909.5878300667,  0.0562,  0.5366, -0.0576, -1.7242, 26.3214, -8.6823
1496624909.5879030228,1496624909.5901958942,  0.0562,  0.5366, -0.0576, -1.7242, 26.3214, -8.6823
1496624909.5902690887,1496624909.5925590992,  0.0562,  0.5366, -0.0576, -1.7242, 26.3214, -8.6823
1496624909.5926320553,1496624909.5950469971,  0.0562,  0.5366, -0.0576, -1.7242, 26.3214, -8.6823
1496624909.5951199532,1496624909.5974180698,  0.0562,  0.5366, -0.0576, -1.5717, 39.7644, -9.7351
1496624909.5974910259,1496624909.5997829437,  0.0562,  0.5366, -0.0576, -1.5717, 39.7644, -9.7351
1496624909.5998549461,1496624909.6021480560,  0.0562,  0.5366, -0.0576, -1.5717, 39.7644, -9.7351
1496624909.6022200584,1496624909.6046218872,  0.0562,  0.5366, -0.0576, -1.5717, 39.7644, -9.7351
1496624909.6046960354,1496624909.6071128845, -0.0137,  0.6865, -0.0449, -0.5798, 43.3807, -9.6893
1496624909.6071870327,1496624909.6096060276, -0.0137,  0.6865, -0.0449, -0.5798, 43.3807, -9.6893
1496624909.6096780300,1496624909.6120960712, -0.0137,  0.6865, -0.0449, -0.5798, 43.3807, -9.6893
1496624909.6121699810,1496624909.6145999432, -0.0137,  0.6865, -0.0449, -0.5798, 43.3807, -9.6893
1496624909.6146719456,1496624909.6170880795, -0.0137,  0.6865, -0.0449, -0.5798, 43.3807, -5.3253
1496624909.6171610355,1496624909.6195809841, -0.0137,  0.6865, -0.0449, -2.7466, 42.2668, -5.3253
1496624909.6196539402,1496624909.6220641136, -0.0137,  0.6865, -0.0449, -2.7466, 42.2668, -5.3253
1496624909.6221370697,1496624909.6246039867, -0.0137,  0.6865, -0.0449, -2.7466, 42.2668, -5.3253
1496624909.6246759892,1496624909.6270930767, -0.1147,  0.8101, -0.0303, -2.7466, 42.2668, -5.3253
1496624909.6271650791,1496624909.6297330856, -0.1147,  0.8101, -0.0303, -6.4087, 44.5709, -1.2512
1496624909.6298079491,1496624909.6321010590, -0.1147,  0.8101, -0.0303, -6.4087, 44.5709, -1.2512
1496624909.6321730614,1496624909.6347029209, -0.1147,  0.8101, -0.0303, -6.4087, 44.5709, -1.2512
1496624909.6347770691,1496624909.6371591091, -0.1147,  0.8101, -0.0303, -6.4087, 44.5709, -1.2512
1496624909.6372320652,1496624909.6397249699, -0.1147,  0.8101, -0.0303, -6.5765, 40.8783, -1.6785
1496624909.6398000717,1496624909.6421849728, -0.1147,  0.8101, -0.0303, -6.5765, 40.8783, -1.6785
1496624909.6422579288,1496624909.6448919773, -0.1147,  0.8101, -0.0796, -6.5765, 40.8783, -1.6785
1496624909.6449670792,1496624909.6472630501, -0.1089,  0.8086, -0.0796, -6.5765, 40.8783, -1.6785
1496624909.6473360062,1496624909.6496279240, -0.1089,  0.8086, -0.0796, -6.5765, 40.8783, -1.4496
1496624909.6496999264,1496624909.6520030499, -0.1089,  0.8086, -0.0796, -5.5542, 30.8533, -1.4496
1496624909.6520740986,1496624909.6544239521, -0.1089,  0.8086, -0.0796, -5.5542, 30.8533, -1.4496
1496624909.6544969082,1496624909.6569080353, -0.1089,  0.8086, -0.0796, -5.5542, 30.8533, -1.4496
1496624909.6569800377,1496624909.6593980789, -0.1089,  0.8086, -0.0796, -5.5542, 30.8533, -1.4496
1496624909.6594710350,1496624909.6618840694, -0.1089,  0.8086, -0.0796, -4.7607, 20.7977, -2.4414
1496624909.6619570255,1496624909.6648759842, -0.1089,  0.8022, -0.0820, -4.7607, 20.7977, -2.4414
1496624909.6649520397,1496624909.6672461033, -0.1001,  0.8022, -0.0820, -4.7607, 20.7977, -2.4414
1496624909.6673190594,1496624909.6696040630, -0.1001,  0.8022, -0.0820, -4.7607, 20.7977, -2.4414
1496624909.6696770191,1496624909.6719698906, -0.1001,  0.8022, -0.0820, -4.7607, 12.5427, -3.0975
1496624909.6720418930,1496624909.6744189262, -0.1001,  0.8022, -0.0820, -4.1962, 12.5427, -3.0975
1496624909.6744909286,1496624909.6767799854, -0.1001,  0.8022, -0.0820, -4.1962, 12.5427, -3.0975
1496624909.6768519878,1496624909.6791400909, -0.1001,  0.8022, -0.0820, -4.1962, 12.5427, -3.0975
1496624909.6792109013,1496624909.6814980507, -0.1001,  0.8022, -0.0820, -4.1962, 12.5427, -3.0975
1496624909.6815700531,1496624909.6838629246, -0.1001,  0.6772, -0.0459, -2.9755,  7.4768, -3.0823
1496624909.6839349270,1496624909.6862270832, -0.1313,  0.7495, -0.0459, -2.9755,  7.4768, -3.0823
1496624909.6862990856,1496624909.6885859966, -0.1313,  0.7495, -0.0459, -2.9755,  7.4768, -3.0823
1496624909.6886589527,1496624909.6909499168, -0.1313,  0.7495, -0.0459, -2.9755,  7.4768, -3.0823
1496624909.6910219193,1496624909.6933081150, -0.1313,  0.7495, -0.0459, -2.9755,  7.4768, -2.6398
1496624909.6935620308,1496624909.6958529949, -0.1313,  0.7495, -0.0459, -2.4567,  5.0354, -2.6398
1496624909.6959259510,1496624909.6982200146, -0.1313,  0.7495, -0.0459, -2.4567,  5.0354, -2.6398
1496624909.6982920170,1496624909.7005779743, -0.1313,  0.7495, -0.0459, -2.4567,  5.0354, -2.6398
1496624909.7006509304,1496624909.7029380798, -0.1313,  0.7495, -0.0459, -2.4567,  5.0354, -2.6398
1496624909.7030100822,1496624909.7055430412, -0.1528,  0.7349, -0.0435, -2.7924,  2.9297, -1.4801
1496624909.7056159973,1496624909.7080318928, -0.1528,  0.7349, -0.0435, -2.7924,  2.9297, -1.4801
1496624909.7081050873,1496624909.7105290890, -0.1528,  0.7349, -0.0435, -2.7924,  2.9297, -1.4801
1496624909.7106010914,1496624909.7130200863, -0.1528,  0.7349, -0.0435, -2.7924,  2.9297, -1.4801
1496624909.7130920887,1496624909.7155139446, -0.1528,  0.7349, -0.0435, -2.7924,  1.0376,  1.0986
1496624909.7155869007,1496624909.7180089951, -0.1528,  0.7349, -0.0435, -3.4027,  1.0376,  1.0986
1496624909.7180829048,1496624909.7204980850, -0.1528,  0.7349, -0.0435, -3.4027,  1.0376,  1.0986
1496624909.7205710411,1496624909.7229878902, -0.1528,  0.7349, -0.0308, -3.4027,  1.0376,  1.0986
1496624909.7230610847,1496624909.7254920006, -0.1523,  0.7109, -0.0308, -3.4027,  1.0376,  1.0986
1496624909.7255649567,1496624909.7279860973, -0.1523,  0.7109, -0.0308, -3.3417, -0.7019,  3.7384
1496624909.7280590534,1496624909.7304799557, -0.1523,  0.7109, -0.0308, -3.3417, -0.7019,  3.7384
1496624909.7305519581,1496624909.7329699993, -0.1523,  0.7109, -0.0308, -3.3417, -0.7019,  3.7384
1496624909.7330420017,1496624909.7353699207, -0.1523,  0.7109, -0.0308, -3.3417, -0.7019,  3.7384
1496624909.7354440689,1496624909.7377390862, -0.1523,  0.7109, -0.0308, -4.2572, -2.9297,  6.6986
1496624909.7378120422,1496624909.7401099205, -0.1523,  0.7109, -0.0308, -4.2572, -2.9297,  6.6986
1496624909.7401819229,1496624909.7424709797, -0.1523,  0.7109, -0.0239, -4.2572, -2.9297,  6.6986
1496624909.7425429821,1496624909.7448439598, -0.1138,  0.7051, -0.0239, -4.2572, -2.9297,  6.6986
1496624909.7449169159,1496624909.7472100258, -0.1138,  0.7051, -0.0239, -4.2572, -2.9297, 10.6049
1496624909.7472829819,1496624909.7495849133, -0.1138,  0.7051, -0.0239, -4.8218, -4.5776,  9.5978
1496624909.7496569157,1496624909.7519569397, -0.1138,  0.7051, -0.0239, -4.8218, -4.5776,  9.5978
1496624909.7520298958,1496624909.7544209957, -0.1138,  0.7051, -0.0239, -4.8218, -4.5776,  9.5978
1496624909.7544939518,1496624909.7568969727, -0.1138,  0.7051, -0.0239, -4.8218, -4.5776,  9.5978
1496624909.7569689751,1496624909.7594180107, -0.1138,  0.7051, -0.0239, -5.4321, -4.3182, 12.1918
1496624909.7595710754,1496624909.7619760036, -0.1138,  0.7051, -0.0239, -5.4321, -4.3182, 12.1918
1496624909.7620499134,1496624909.7644660473, -0.1079,  0.7046, -0.0249, -5.4321, -4.3182, 12.1918
1496624909.7645390034,1496624909.7670059204, -0.1079,  0.7046, -0.0249, -5.4321, -4.3182, 12.1918
1496624909.7670800686,1496624909.7694830894, -0.1079,  0.7046, -0.0249, -5.4321, -0.4120, 15.1215
1496624909.7695560455,1496624909.7719590664, -0.1079,  0.7046, -0.0249, -6.0425, -3.8605, 15.1215
1496624909.7720320225,1496624909.7744469643, -0.1079,  0.7046, -0.0249, -6.0425, -3.8605, 15.1215
1496624909.7745199203,1496624909.7769250870, -0.1079,  0.7046, -0.0249, -6.0425, -3.8605, 15.1215
1496624909.7769980431,1496624909.7793951035, -0.1079,  0.7046, -0.0249, -6.0425, -3.8605, 15.1215
1496624909.7794680595,1496624909.7818729877, -0.1079,  0.7046, -0.0449, -7.4158, -3.1433, 18.3411
1496624909.7819459438,1496624909.7843821049, -0.0571,  0.6948, -0.0449, -7.4158, -3.1433, 18.3411
1496624909.7844560146,1496624909.7868320942, -0.0571,  0.6948, -0.0449, -7.4158, -3.1433, 18.3411
1496624909.7869050503,1496624909.7893419266, -0.0571,  0.6948, -0.0449, -7.4158, -3.1433, 18.3411
1496624909.7894160748,1496624909.7918319702, -0.0571,  0.6948, -0.0449, -8.1482, -4.5929, 21.4233
1496624909.7919039726,1496624909.7943630219, -0.0571,  0.6948, -0.0449, -8.1482, -4.5929, 21.4233
1496624909.7944359779,1496624909.7967309952, -0.0571,  0.6948, -0.0449, -8.1482, -4.5929, 21.4233
1496624909.7968029976,1496624909.7990970612, -0.0571,  0.6948, -0.0449, -8.1482, -4.5929, 21.4233
1496624909.7991700172,1496624909.8014619350, -0.0571,  0.6948, -0.0796, -8.1482, -4.5929, 21.4233
1496624909.8015348911,1496624909.8039870262, -0.0396,  0.6714, -0.0796, -9.0637, -5.5542, 24.6735
1496624909.8040599823,1496624909.8063519001, -0.0396,  0.6714, -0.0796, -9.0637, -5.5542, 24.6735
1496624909.8064239025,1496624909.8087210655, -0.0396,  0.6714, -0.0796, -9.0637, -5.5542, 24.6735
1496624909.8087940216,1496624909.8110930920, -0.0396,  0.6714, -0.0796, -9.0637, -5.5542, 24.6735
1496624909.8111660480,1496624909.8135340214, -0.0396,  0.6714, -0.0796,-10.6659, -4.4250, 28.5034
1496624909.8136129379,1496624909.8160290718, -0.0396,  0.6714, -0.0796,-10.6659, -4.4250, 28.5034
1496624909.8161029816,1496624909.8185079098, -0.0396,  0.6714, -0.0796,-10.6659, -4.4250, 28.5034
1496624909.8185811043,1496624909.8209838867, -0.0396,  0.6714, -0.0933,-10.6659, -4.4250, 28.5034
1496624909.8210570812,1496624909.8234689236, -0.0737,  0.6577, -0.0933,-10.6659, -4.4250, 34.1644
1496624909.8235430717,1496624909.8259410858, -0.0737,  0.6577, -0.0933,-12.1307, -0.6256, 34.1644
1496624909.8260140419,1496624909.8284130096, -0.0737,  0.6577, -0.0933,-12.1307, -0.6256, 34.1644
1496624909.8284859657,1496624909.8308839798, -0.0737,  0.6577, -0.0933,-12.1307, -0.6256, 34.1644
1496624909.8309569359,1496624909.8333659172, -0.0737,  0.6577, -0.0933,-12.1307, -0.6256, 34.1644
1496624909.8334391117,1496624909.8358380795, -0.0737,  0.6577, -0.0933,-14.6484,  4.9133, 40.8630
